sym_i,anchor,minute,raw_score,cal_score,rv30,comb,side,fired,symbol
3.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,3.522188363893991,0.3641396604938272,1.0,0.0,BTCUSDT
4.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,10.610285069496948,0.6799768518518519,1.0,0.0,DOGEUSDT
5.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,4.587432856490761,0.43395833333333333,1.0,0.0,DOTUSDT
6.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,4.29610070279126,0.41411651234567903,1.0,0.0,ETHUSDT
7.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,6.568664340374656,0.5472685185185185,1.0,0.0,LINKUSDT
8.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,4.852414090461283,0.4508371913580247,1.0,0.0,SOLUSDT
9.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,9.31366491326792,0.6481404320987655,1.0,0.0,XRPUSDT
0.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,9.549276523795228,0.46144675925925926,-1.0,0.0,ADAUSDT
1.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,7.321625746283412,0.38707175925925924,-1.0,0.0,AVAXUSDT
2.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,5.148043007632818,0.2771412037037037,-1.0,0.0,BNBUSDT
3.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,8.283003300036246,0.4230787037037037,-1.0,0.0,BTCUSDT
4.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,9.04567172339874,0.4469483024691358,-1.0,0.0,DOGEUSDT
5.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,9.865540210829137,0.4694135802469136,-1.0,0.0,DOTUSDT
6.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,7.753230695204189,0.4040162037037037,-1.0,0.0,ETHUSDT
7.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,8.483838428373092,0.43016589506172836,-1.0,0.0,LINKUSDT
8.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,5.859814366912007,0.3178858024691358,-1.0,0.0,SOLUSDT
9.0,1788444000000.0,480.0,0.4995449746082872,0.4881711365193108,12.98372485104396,0.5276774691358025,-1.0,0.0,XRPUSDT
0.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,17.374596296894463,0.6690123456790124,1.0,0.0,ADAUSDT
1.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,14.319481211169212,0.649945987654321,1.0,0.0,AVAXUSDT
2.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,8.536810872372765,0.5400424382716049,1.0,0.0,BNBUSDT
3.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,12.714262126377106,0.6322183641975309,1.0,0.0,BTCUSDT
4.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,25.147737004582567,0.6842901234567902,1.0,0.0,DOGEUSDT
5.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,12.049665916244178,0.6228472222222222,1.0,0.0,DOTUSDT
6.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,14.691540517559444,0.6532137345679012,1.0,0.0,ETHUSDT
